Review,Recommended,Early Access
"Nice game good gameplay , really like challenging puzzles , god sake fix menu graphics glitches .",True,False
Nice game,True,False
这是一款风味独特的galgame，恋爱养成类精品游戏，可百合，可搅基，甚至可以结婚，你完全可以在一栋三层别墅里随意建造属于你自己的后宫！（误） 优点：剧情、建模、贴图和音效各方面都很优秀，操作打击感很强，虽然弹刀有时有点蛋疼。游戏为第三人称视角但代入感极强，职业武器加点选择多样，可玩性很高，最重要的是防火女大姐姐很棒prpr！地图挺大也挺有意思，一开始可能会迷路，但是多死几次就记住路了。地图里的套路也很多，主要是小怪位置都比较阴险，多死几次就记得敌人的配置了。 缺点：对键鼠玩家不友好，适合手柄玩家，键鼠玩家慎入。买了游戏手柄，和键盘改键对比后，我的确感受到手柄操作时更加顺畅，震动反馈机制也挺有意思，不过键鼠的优点是视角控制更方便。 既是优点也是缺点：技术性要求高，游戏本身难度较大，技术较高的玩家能从这款游戏中获得展示自身能力的愉悦感，技术较差的玩家可能会在长期被小怪支配的痛苦中饱受折磨。这个并不是我乱黑，你说这个游戏不难我承认是你厉害，但是个人作为一个手残玩家，我被古达扎扎实实地教育了四个小时，被无名教育了整整七个小时。不过即使一直在死，各种被小怪阴，却没有因此降低游戏的乐趣。（莫非自己是抖M？） 结论：这是一款9.5分的佳作，即使手残党也能从中获得游戏的乐趣，要善于利用网上的攻略视频，学习他人通关的技巧和收集物品的位置，对于打不过的BOSS也可以召唤太阳基佬。作为一款相对慢热的作品，它非常需要玩家的耐心和心理承受能力。非常具有可玩性的RPG，值得入手，如果觉得贵也可以等打折入。讨厌被虐、被套路，喜欢无双的玩家不建议入。 建议： ①新手选骑士，相对不容易死，陪葬品可选火焰宝石，打不过新手劝退者古达的话可以考虑选黑火焰壶。 ②手残党就别指望自己能盾返了，老老实实翻滚和用盾牌格挡吧，另外直剑依旧很好用。 ③加点先把生命力和持久力都升到20，再把生命力升到27，持久力升到30，前期追求生存而不是攻击力，粗制宝石和火焰宝石就是前期拿来过度的武器用的。 ④余火状态不仅代表你可以召唤玩家队友，也代表敌人玩家可以入侵你的游戏，如果讨厌pvp建议非余火状态游玩，另外注意沙利万的后院是PVP玩家的聚集地，以后想PVP的话建议压级在120左右。 ⑤对于手残PVE玩家，隐身魔法和消声戒指、回蓝戒指、黄蜂戒指是神器，隐身背刺无限循环你会发现这个游戏难度瞬间下降一大截。 ⑥全成就里最难的就是刷耳朵——誓约之证，由于爆率极低还要求30个，基本要杀上千的银骑士，所以需要玩家充分的耐心。（虽然我刷完后一怒之下把团长给砍死了） 最后，祝您游戏愉快~ ( ｡･∀･ ) ﾉﾞ,True,False
"I dont know . dont know got ads . couldnt even tell studio made . Im sure finished game , .",True,False
"Islanders island building game instead gathering materials , given different buildings must place specific places gain many points get buildings lose n't get enough points get buildings game becomes challenging move islands increase score . There plenty pros game . First simplistic graphics quite appealing game requires player think going next get buildings progress game , Another good thing game run basically potato expands amount people available . The game also easy play picked anyone time . Also maps play randomly generated making game slight bit harder odds getting map twice pretty much zero also helps reduce repetitiveness game . I could n't really find negatives game apart hours become bit repetitive using 5 building sets get pretty high score . Overall I would recommend game price good £4.79 excellent way kill time . There also world leader board game competitive .",True,False
"Please buy , experience",True,False
"... Co dodat ? Pěkné DLC pro fanoušky starších hororů jako jsem já . Hra obsahuje několik easter eggů , např . Maska Michaela Myerse z filmu Hallowen , sekera nápis Redrum z filmu The Shining , maska mačeta Jasona Voorheese z Friday 13th , chata motorová pila Ashe Williamse z filmu The Evil Dead , mrtvola v posteli je odkazem na démona Freddyho Kruegera z Nightmare Elm Street , mrtvoly u televize jsou odkazem na Samaru z filmu Kruh , také oběti jsou pubert'áci ( nejznámější oběti v hororech ) dál už jmenovat nebudu , protože jsme tu byli zítřka . Tohle DLC prostě válí , je krásné se vrátit ze zakrvácených laboratoří `` normálního '' domu . Nemám co dodat , nenašel jsem ani jednu chybu . + Hodně referencí + Uklízení zabere dlouhou dobu + Věci kusy těl nepálíme .... drtíme je ! + Velká mapa - trošku náročnější grafika oproti původní hře .",True,False
"If 're fan 90s style shootergames DOOM Quake game go , excellent job devs . 10/10",True,False
nice game bcz yes,True,False
"If liked symphony night 'll like game well . Not huge fan 3D models , game still looks great .",True,False
CoopMODが楽しいょ！,True,False
"Für mich das beste Assassin 's Creed der Reihe , es punktet mit spitzen Grafik , toller Story , großer und lebendig wirkender Spielwelt und guter geschichtlicher Handlung und interessanten Szenen der Amerikanischen Revolution . Nachteile sind , dass die Kämpfe meines Empfindens nach etwas zu einfach sind und dass die Synchronisation etwas zu unsynchron zu den Lippenbewegungen ist . Fazit : Ein super Assassins Creed , auch noch Highend Zocker mit der Grafik begeistern könnte und toller Story , da lohnt es sich dochmal ein Blick das Spiel zu werfen : ) Bewertung 8/10",True,False
Skyrim 5 incelemsine hoşgeldiniz ! Yine buradayız . Bir mahkum arabasında karşımızda kuzeyli bir geveze Ulfric Stormcloak birde hırsızı ile idam edileceğimiz yere doğru götürülüyoruz ... Skyrim Elder Scrolls serisinin 5. oyunu olarak yeri doldurulmaz bir mevki kazanmıştır . Benzeri RPG oyunlarının arasından sıyrılmasını sağlayan bana göre en önemli yanları : -Elle tutulur bir hikayesinin olması -Size sunduğu rol yapma seçenekleri -Modlanabilir olması -Tabi ki bitmemesi ( Yapılacak Aktiviteler bakımından ) Evet oyun bitmiyor . Yolda yürüyen en alakasız kişiden bile görev alabiliyoruz . Oldu da bütün görevleri yaptınız diyelim mod kullanarak oyuna yeni görevler hatta kıtalar ekleyebiliyoruz . Daha yazılacak çok şey var fakat benim oturup da yazacak sabrım yok . Zaten bu incelemeyi oyunu oynayıp ta canı sıkılan bir insanın incelemeler kısmında gezerken okuduğunu varsayıyorum . Oyun çıkalı kaç yıl olmuş böyle bir efsaneyi daha oynamamış bir insan yoktur herhalde ! - -,True,False
Gutes Storytelling und für diese zeit exeptionelle Naturgrafik .,True,False
I played standard DiRT 300 hours . With confidence I tell game costs money . + free dlc + many cars tracks + Interesting multiplayer modes - arcade control,True,False
"funcionaba , pero al poner la resolucion al maximo pantalla completa ha funcionado recomiendo comprarlo por si luego sube de precio",True,False
"ВОЙНА НИКОГДА НЕ МЕНЯЕТСЯ ... Итак , начнем с того , что это первая игра из серии Fallout , в которую я поиграл . Первые впечатления : - На фоне главного меню воспроизводится ролик , показывающий красивые местечки из мира фаллаута , играет красивая музыка . Мне очень нравится такой ход , так же сделали CD Project Red в The Witcher 3 и Activision в Cod : Advanced Warfare . - Нажимаешь на кнопку начать игру и видишь кинематографичный ролик , поясняющий немного о игре . Это однозначно плюс , т.к . в 80 % играх вступительный ролик ничего не поясняет , и сидишь , смотришь какую-то непонятную х * рню . Плюсы игры : - Красивая графика . Кто бы там что не говорил о графике , мне она понравилась , и она абсолютно удовлетворяет геймеров 2015 года . - Настоящая динамичность . Каждый шкафчик открывается , все что лежит в них или на столе можно положить в инвентарь . Помимо этого , при строении убежища , буквально можно снести все страрые дома , добыв ресурсы и построить базу . - Довольно функциональный редактор убежища . Такого функционала нет даже в Rust . Десятки типов стен , половых покрытий , крыш , лесниц , барьеров , защитных установок . Можно поставить генератор электричества , сделать проводку в доме , освещение , и даже удобства ( телевизор , комп и т.д. ) . И строил я свое убежище не один час , т , к , редактор очень трудный , и нет обучения , но об этом в минусах .. - Отличное начало сюжета и я надеюсь что вся история будет выполнена в таком духе . Спойлерить не буду ) - Геймплей мне понравился , хотя он имеет недостатки . - Мир игры уникален , ничего подобного не видел ранее . Разве что сталкер , и то разработчики сталкера очень много сперли из старого фаллаута . - Атмосфера постапокалипсиса . Сталкеры нервно курят в сторонке - Pip-Boy . Эта штуковина превзошла все мои ожидания . Это инвентарь , таблица умений , информация о персонаже , карта мира и многое другое в одном приборе . Просто жирный лайк за это ) - Проседов fps вообще не наблюдается , а это значит , что разрабы постарались с оптимизацией . - Ну и конечно же побочные задания . Разрабы из беседки всегда умели делать интересные побочные миссии . Помимо этого можно сначало пройти побочные задания , чтобы прокачаться , прокачать убежище можно в любой момент , как хочешь , главное иметь специальные умения , которые можно прокачать за очки , получаемые за новый уровень , и ресурсы . И после того как все вкачаешь , можно дальше идти по сюжету ( но сначала надо дойти до той миссии где строишь убежище ) . Минусы . Тут я увидел их немало , но многие из них незначительны и не мешают приятной игре : - Самый главный минус игры - это то , что она сделана на движке игры The Elder Scrolls 5 . Все недочеты , которые присутствовали в той игре , есть и в этой . Перечислять их я не буду , т.к . описание самих минусов займет уйму места . Но , повторюсь они не портят игру . Просто если бы беседка склепала бы Fallout на новом движке , было бы гораздо лучше . - Локализация . Это не вина разработчиков . Во-первых нет русской озвучки . Во-вторых иногда лагают субтитры : персонаж продолжает говорить на английском , а строка с переводом застряла и остается одна и таже до конца диалога . - Я ожидал большего от псины . Думал будет много вариантов взаимодействия с собакой , но в итоге собака является лишь компаньеном , как в скайриме люди , которым ты помог . Для тех , кто не играл в скайрим : собаке можно давать лишь команды : остаться на месте , следовать за героем и перейти в указанную точку или охарять какой-либо предмет . - Нет обучения для редактора убежища . Прежде чем построить нормальное убежище , я провозился 2 или 3 часа . - Ну и самый мой придирчивый минус - это неудобный прицел . Как опытный игрок в Counter-Strike , я придирчив к прицелам и мне нужен удобный и настраиваемый прицел . Но помимо того , что этот прицел ужасно огромный , его еще и нельзя настроить . КСеры тихо плачут в сторонке . Итог : Игра мне очень понравилась . Теперь я знаю , что такое настоящее RPG . И вся эта атмосфера постапокалипсиса завораживает . Но если бы беседки потрудились больше и сделали игру на новом движке , то это было бы 10 из 10 . Ну а так 7 Ядер-Кол из 10 .",True,False
"half life 2 просто отдыхает я xyeю с этой игры , там так можно распрыгаться люто , что аж за карту yпuздoxаешь",True,False
"When play game see coolness Big Boss friends . Big Boss cool neutralize enemy one shot complete mission without even noticed . The boss cool every soldier respects salutes . Seriously though , play 's cool know least damn game someone , respects lol . Boss cool pun cardboard box make completely invisible ( seriously retarded soldiers n't even care moving box ) . Moreover , put box poster favourite waifu . Fulton main discovery century . With help , steal whatever want , soldiers , animals , vehicles , yes even tanks . What remarkable missions completed different ways , stealth loud 's decide . If main missions least somehow differ , side missions contrary n't differ much . Main missions sometimes boring , yes . Side missions generally ♥♥♥♥♥♥ , expect whatever everything , heavily armed soldiers snipers bunch tanks destroying ass . D-Horse - weird horse even tank 's shot ca n't kill , always get walk away . D-Dog - extremely useful want mission stealth . D-Walker - kind walking crap , useless . Quiet - girl n't want speak . She either useful completely useless , golden mean . The plot mess , hard understand , ah well 's japanese game guess 's totally ok . Sometimes 's hard understand burning dude , flying kid , ♥♥♥♥ huge mecha came wants finally hot chick huge boobs ass ca n't even say single word . And many angry armed kids ? Like , wtf going game ? What like : What dislike : Overall score :",True,False
норм игра,True,False
best Game < 3,True,False
"lourd , lourd , lourd",True,False
"Öncelikle merhaba.Oyunumuz bağımsız bir yapım kendine özgü çizim tarzına sahib , izometrik kamera açısıyla oynadığınız bir hayatta kalma oyunu.Oyunun together versiyonunda coop bir şekilde arkadaşlarınızla oynaya biliyorsunuz.Oynanış olarak baya karakter var.Bu karakterlerin kendilerine özgü yetenekleri var.4 mevsim bulunuyor mevsimin kendine göre zorlukları var.Yazda sıçaklık kışta yemek sıkıntısı donma diğerleri.Oyunun açık dünyası inanılmaz büyük.Hele harita boyutunu Huge seçerseniz yalnız başınıza kaybola bilirsiniz.Her mevsim öncesi hazırlıklarınızı yapmanız çok önemli.Çeşitlilik inanılmaz düzeyde.Bir sürü yaratıklar , yapıla bilecek itemler , keşf edilecek bölgeler oyunu iyi yapan şeyler.Sonuç olarak fiyatına göre eşsiz bir oyun.Bu tür oyunları seviyorsanız mutlaka oynamanız gereken bir oyun .",True,False
$ 10 underwear !,True,True
13.cumaya bin basar,True,False
gut gejm,True,False
"Uff que se puede decir , este juego es una obra de arte",True,False
这么老的游戏都补了中文，好评！！！！！！,True,False
"Have good 5 hour game time loading screen ( Connecting WW3 Network ) im hopeful , ive watched alo gameplay looks amazing . Amazing customization , Great armor mech , Gunplay amazing .",True,True
),True,False
play game whole man,True,False
大致上算橫向捲軸平台遊戲，有切換上下重力的能力。 圖形可愛、音樂耐聽，關卡的難度不算高，但是只有四十關。 成就取得容易，大多數隨著過關都會取得。,True,False
VERY GOOD GAME THE BEST GAME EVER,True,False
"This game created test PC Polygon testing new technologies time 2005 ! There time already passed Half-Life 2 , waiting something new believed ! Of course , HL2E1 HL2E2 much ! So open eyes , Mr. Freeman , see wonderful little island life story ! From first seconds recognize thin hand brilliant authors developers Valve ! Here play light , physics , , course , puzzles artificial intelligence technologies NPC ! All literally fills little gameplay spirit excites blood ! This game takes 30 minutes time , stays heart years come ! 10/10 Dr. Freeman 's moments eyes forever Hearts !",True,False
Тут даже нечего говорить-шедевр ! Графика для 2016 года просто идеальна ! Геймплей по сравнению с другими играми 2016 года-идеальный . Сюжетная линия-одна из самых интересных за всю серию `` Tomb Raider '',True,False
"Podívali jste se někdy večer na hvězdy říkali jste si , odkud pocházíme , jak jsme se na této planetě ocitli kde je naše pravé místo - pravý domov ? Tak na tuhle otázku vám přesně odpoví právě začínající recenze na hru Dawn Andromeda . Hru Dawn Andromeda vyvinulo malé portugalské studio Grey Wolf Entertainment spolupráci firmou Icebeng Interactive . Zápletka hry se točí kolem hvězdokupy jménem Andromeda , která je původním domovem lidstva . Zemi lidstvo osídlilo až v krizovém období teď nastal čas vrátit se domů získat zpět , co je po právu jeho . Nebo taky ne , protože je zde možnost hrát za jiné rasy než jen za Terrany ( člověka ) , ne jen za ty již předpřipravené , kterých je hře osm můžete si je ještě v editoru podle svého libovolně upravit nebo vytvořit rovnou náhodně vygenerovanou , kde je ještě na výběr dalších deset ras . Přičemž pokud hrajete za lidstvo , není podmínkou ovládnout celou Andromedu . Jelikož je hra 4X , nabízí se vám všechny možnosti žánru skrývající se pod touto zkratkou – Explore ( průzkum ) , Expand ( šíření ) , Exploit ( využití ) Exterminate ( vyhlazení ) . Nejlepší je asi kombinace všeho , protože když narazíte na silné impérium , stanou se z vás asi spíše diplomaté než neúspěšní válečníci , když potkáte zase slabé impérium , tak se ním asi nebudete moc zbytečně zdržovat . Již zmiňované asymetrické rozložení sil však lze vypnout lze si zapnout mód , kde budou všichni stát na stejné úrovni . Ostatně , možnost výrazně měnit nastavení prakticky všeho měla být pro hru Dawn Andromeda typická . Týká se například stavby lodí , u kterých si buďto můžete vybrat jednu již z předpřipravených modelů , náhodně vygenerovanou loď , nebo si ji podle sebe postavit z jednotlivých součástek . Ve hře je hromada různých činností , z nichž jsou některé dost nudné , proto je hře možnost jimi zaměstnat jednoho ze svých guvernérů nebo poradců . A čím se vlastně Dawn Andromeda liší od tuctu jiných 4X vesmírných strategií , proč byste si měli vlastně koupit právě tuto hru ? Hlavně proto , že nejde tahovku , ale realtimovou hru možností pauzy , ne tak , jak známe už u se stejným zaměřením od studia Paradox Interactive . Jak již jsem zmiňoval , zajímavým prvkem je asymetričnost jednotlivých ras . Některé rasy jsou například přirozeně silnější než jiné . Některé rasy byly v otázce týkající se průzkumu vesmíru rychlejší , takže stihly již zabrat větší část galaxie , než jiné , jež teprve nedávno začaly prozkoumávat okolní planety . V Dawn Andromeda jsou dva herní režimy , sice custom game , kde si můžete podmínky pro hru , rasu , loď jiné podmínky vybrat sami , potom tu je takový jakoby příběhový mód , kde máte na výběr jeden z osmi scénářů . Tento režim se liší od toho prvního tím , že v jednotlivých scénářích už jsou podmínky předem přednastavené nejdou změnit . V tomto módu můžeme najít scénáře jako je například To The Stars Beyond , The First Great War , A time Peace , A New Dawn další . Nové věci v Dawn Andromeda získáváte výzkumem , který vám může zabrat pár týdnů nebo několik měsíců , ale naštěstí zde jde zrychlit čas , takže vám výzkum nesebere váš tak drahocenný čas vy se mezitím můžete starat nějakou tu administrativu , průzkum , nebo válečnou strategii . Za tým CzechLP dávám hře 7 bodů z 10 možných . Klady : + Grafika + Celková svoboda + Realtime strategie možností pauzy Zápory : - Chybí čeština - Po nějaké době celkem repetetivní Autor recenze : David Myslikovjan , recenzent týmu CzechLP Tato recenze je dostupná jako videorecenze ZDE :",True,False
Great software make background look fantastic ! Because Steam workshop implementation something everyone : ),True,False
"I really like game graphic open world mode , many thing want game , matter time wake 3 days without sleeping eating :3",True,False
"Кто говорит , то что она испортилась знайте вы лохи° : O",True,False
"Don ’ Starve ( с англ . — « Не голодай » ) — компьютерная игра в жанре action-adventure , со случайно генерируемым открытым миром , с элементами roguelike и выживания , разработанная канадской инди-студией Klei Entertainment . Игра вышла 23 апреля 2013 года в Steam . В соло в игре делать нечего , но если собрать тиму то можно хорошо покатать . Но игра не сильно затягивает .",True,False
good game,True,False
Прикольная игра !,True,False
"Just started playing game 40fps , ♥♥♥♥ , love game , battle royale mode 's best `` game '' game , 's pretty cool play friends",True,True
грустная игра (,True,False
"Игра для веселья , если вам не чего делать под хороший вечерок , когда вы сидите с друзьями в `` Discord ` e '' , поиграйте в нее.Вам сразу поднимит настроение : )",True,False
"Загадка под названием « Ubisoft Шрёдингера » такова : их игры одновременно и живые , и мертвые . Данный конвейер остаётся лучшим конвейером в игровой индустрии , но к уровню скрупулёзной проработки открытых миров от CD Projekt RED и Rockstar Games результат не приближается и близко . Казалось бы , заморозьте серию AC на пять лет и выкатите уникальное произведение , которое войдёт в анналы истории . Но нет , корпоративная политика французов предполагает регулярное получение прибыли , да и большинство других крупных издательств идут той же дорогой . В случае с Assassin ’ Creed Odyssey ситуация ещё интереснее , ведь игру делали одновременно с Origins , решив разбить один чрезмерно крупный проект на два . Над « Истоками » корпела студия в Монреале , а « Одиссею » отдали на растерзание подразделению в Квебеке . Если посмотреть на летсплеи и трейлеры , то создаётся впечатление , что перед нами крупное сюжетное DLC , активно использующее модели , текстуры и прочие ассеты из прошлогодней части . На деле же оказывается , что прогресс во франшизе действительно есть , пусть он и отпугнёт процент фанатов-старожилов . Теперь перед нами вообще не история Убийцы , в разум которого влезал погружённый в Анимус пользователь . Параллельная разработка отразилась на визуальном стиле , интерфейсе и ряде базовых механик , задействованных в игре . Если Origins прошла мимо вас , то смело приобретайте AC Odyssey , поскольку в ней заметен серьёзный сдвиг в сторону ролевой составляющей . Каноничным главным героем принято считать именно Кассандру , о чём в своих интервью заявляют сами Ubisoft . Выбор пола в самом начале носит исключительно косметический характер , но может вызывать косяки в отдельных переведённых репликах . Впрочем , на эти мелочи внимания не обращаешь , ведь ГГ проработан качественно . При старте нового приключения нам позволяют определиться , пройдут ли похождения в героическом режиме , либо исследовательском . Во втором случае меток на карте оставят минимум , а места и задания придётся искать самостоятельно , что существенно затягивает процесс . Размеры карты воистину громадные , биомов встретим множество ( песчаные глади , леса , холмы и горы ) , часть пространства охватывают острова и синие просторы вокруг них , поэтому без корабля не обойтись . И здесь на первый план выходят фишки с морскими битвами , знакомые по « Чёрному флагу » . Именно из Black Flag перекочевали сражения на воде , сбор команды для судна и тому подобное . А вот передвижения по стенам максимально упрощены , паркур отныне воспринимается как дополнительный вид перемещения , а не относительно сложная мини-игра . Не нужно кропотливо изучать стенку в поисках подходящего уступа , даже прыжки по отвесным скалам ощущаются казуальнее . Важной фишкой стали массовые сражения в войне за регионы , где один укомплектованный отряд налетает на другой в кровавой схватке . Колоссальных масштабов на уровне Total War нет , но пары десятков бойцов с каждой стороны достаточно для имитации массовости . Ослабление и усиление отдельных фракций ложится на плечи игрока , но иногда вас об этом попросят по сюжету . Спарта и Афины – крайне похожие стороны конфликта , однако исторический экскурс в военные кампании тех лет передан плохо . Вот чем всегда удивляла Ubisoft , так это дизайном локаций и архитектуры , тщательностью проработки мира с упором на незначительные , казалось бы , мелочи , а также добавлением исторических личностей . Они есть и здесь , кроме царя Леонида , руководившего тремя сотнями спартанцев и погибшего смертью храбрых задолго до старта истории . Прибыв в Афины , мы сможем часами болтать на философские темы с Периклом , Сократом , Клеоном , Геродотом , поведение которых соответствует мировоззрению этих людей в реальной жизни . Было бы ещё интереснее услышать подлинную древнегреческую озвучку , но на столь радикальный шаг авторы пойти не могли . В диалогах добавлено несколько вариантов ответа , в зависимости от которого меняется развязка отдельно взятой истории . Общее число концовок – аж 9 штук , при прохождении никогда не знаешь , как именно конкретная ситуация повлияет на финал , что сохраняет интригу . Проведём параллели с тем же The Witcher 3 , где задания можно было выполнить разными способами , порой самыми радикальными , хотя общий итог приключений Геральта был фактически один , так что в чём-то « Одиссея » даже обходит легендарное творение от поляков . Есть здесь возможность соблазнять разных персонажей , но откровенных сексуальных сцен , естественно , не покажут . Прочие виды активностей стандартны для любой игры с Open World : убийства , поиски предметов , захваты лагерей , тихие миссии по проникновению на вражескую территорию , задания вроде « сходи и принеси » и т. д. Стиль прохождения варьируется и в зависимости от выбранного оружия , хотя щитов для блокировки удара не предусмотрено . В прокачке огромное внимание уделено стрельбе из лука , но и любители ближнего боя найдут для себя массу всего интересного , как и бесшумные убийцы . Исследование локаций , храмов , крепостей , руин , мелких островков с секретами присутствует . Приключенческий дух понравится тем геймерам , которые хотят запустить AC Odyssey на часик-другой после тяжёлого рабочего дня . Прежде всего , развитие основного сюжета строго ограничивается левелингом . Например , на одном берегу стоит группа солдат , на втором – точно такая же , даже модельки те же , но имеющая повышенный уровень . Первых мы вынесем легко , а вторые способны накостылять в два счёта . Механика stealth-убийств тоже работает так себе , поскольку урона , наносимого в скрытом режиме , спустя 10-20 часов недостаточно для устранения цели . С командирами дела обстоят ещё сложнее , да и наёмники , выслеживающие нас в зависимости от репутации , могут оказаться толстой занозой в… Даже охота на оленя или козла превращается в хардкор , если животное выше вас по уровню , а ведь разнообразия в крафте нет , как и стимула добывать шкуры . Разве что с акулы выпадают клыки , которые можно продать , а в остальном взаимодействие с фауной крайне примитивно и является самым большим минусом « Одиссеи » . Если даже приручённым животным нельзя отдавать приказы или воскрешать , то зачем нужен весь этот цирк ? Изучая отзывы в Steam , вы наткнётесь на упоминание многочисленных багов , якобы встречающихся на каждом шагу . Вопрос спорный , но для морального спокойствия можете дождаться нескольких патчей . Кому-то не хватает качественных шмоток и вооружения , но если обыскивать каждый закоулок ( стандартная привычка фаната RPG со стажем ) , то всё необходимое легко отыщите . Что касается вылазок из Анимуса в реальный мир , то эти эпизоды встречаются редко и пролетают быстро , присутствуя скорее для галочки . Жизнь в теле предка отошла в прошлое , отныне у нас относительная свобода выбора с возможностью косвенно влиять на судьбу мира . Это вообще не Assassin ’ Creed ! Маленький шажок для серии и большой шаг для Ubisoft , которая учится делать полноценные ролевые игры . Не без недостатков , но предлагающие достаточные объёмы развлечений на 50-150 часов . Великолепная проработка локаций , приятная графика и знакомый геймплей , разбавленный морскими сражениями и разноплановыми квестами , невероятно большая карта и обилие активностей на ней – всё это затягивает надолго . В минусы запишем поверхностную проработку большинства персонажей , бессмысленный гринд и наличие строго заданных уровневых ограничений , стопорящих подачу основной истории .",True,False
░░░░░█████████████░░░░░ ░░░░█░░░░░░░░░░░░░█░░░░ ░░░█░░░░░░░░░░▄▄▄░░█░░░ ░░░█░░▄▄▄░░▄░░███░░█░░░ ░░░▄█░▄░░░▀▀▀░░░▄░█▄░░░ wan na bad time ? ░░░█░░▀█▀█▀█▀█▀█▀░░█░░░ ░░░▄██▄▄▀▀▀▀▀▀▀▄▄██▄░░░ ░▄█░█▀▀█▀▀▀█▀▀▀█▀▀█░█▄░ ▄▀░▄▄▀▄▄▀▀▀▄▀▀▀▄▄▀▄▄░▀▄ █░░░░▀▄░█▄░░░▄█░▄▀░░░░█ ░▀▄▄░█░░█▄▄▄▄▄█░░█░▄▄▀░ ░░░▀██▄▄███████▄▄██▀░░░ ░░░████████▀████████░░░ ░░▄▄█▀▀▀▀█░░░█▀▀▀▀█▄▄░░ ░░▀▄▄▄▄▄▀▀░░░▀▀▄▄▄▄▄▀,True,False
"Gran juego de logica Puzzles , Recomendadisimo un bajo precio Unicas contras -No tiene opciones -No tiene una banda sonora intersante -Muy corto ( te puede llevar 1 hora terminarlo , una hora poco )",True,False
Ganz geiles Spiel Eigentlich,True,False
10/10 Awesome Game I love : ) It makes lot fun,True,False
weebs,True,False
"Great game , would recommend anyone likes playing games stealth like Far Cry . A lot fun open world map leaves ton exploring places steal . 5.00€ game STEAL : )",True,False
"CJ ? , ooooo dooog !",True,False
Amazing DLC .... Thanks Lara,True,False
Es entretenido .,True,False
first n't problem game working crashing make good things online multiplayer lot ideas best game history,True,False
"I played several years still things need fixed , good game . But I recommend play friends people tend get toxic fast . And buy n't need new content often .",True,False
"Sim , SIm , daora",True,True
このげーむはぷれいしていくほどに味が出てくると感じるげーむでした。 ハクスラゲーにしては珍しくスキルツリーが全くありません。 だけど色々な効果があるカード、武器などが存在します。 後はデーモンパワーという特定条件で発動する特殊装備アイテムでキャラクタが特徴付けられます。 なので適材適所で装備変更をすることで対応していくようなげーむとなってます。 モーションやバフを覚え駆使すればだいぶ戦えるようになってきます。 後はアクション性は意外とあります。戦闘中は棒立ちでただ殴るのではなく攻撃回避のために動きまくる感じです。 もんすたーの攻撃は全部パターンがあるので慣れるとちゃんと回避できますし当たり判定はしっかりしてます。 トレハン要素は一応Legend級の装備というものがありますが、かなり特殊な見た目や効果をそれぞれ持ってます。 Legend未満はぶっちゃけ似たようなもんです。強さも見た目も。 また強化のためにそれと同等アイテムを沢山探しに行かないとですが、 強化は普通にストーリークリアするだけなら必要ありませんし、 Legend武器1つもなくてもクリアは出来ます。ノーマル装備でも十分です。 後、お楽しみ系としては感情を示すようなモーションをアンロックできるアイテムが手に入ったりもします。 他にもありますが残りは内緒デス。 各ステージにはチャレンジというものがありまして、コレを攻略しようと考え始めると大変なことになってきます。 ですがこのげーむが本当に楽しくなるのがこの辺りからだと個人的には感じました。 正直ストーリー攻略までの時点だと単に底が浅いハクスラという印象しか持ちませんでした。ここが勿体無いとこですね。 チャレンジ攻略は適当にやれば出来るものもありますが、 しっかり装備の組み合わせを考えたり使うスキルを考えないと攻略出来ないものがあったり、 はたまた、あるLegend武器がないとまず攻略出来ないだろうと思われるものもあります。 動き方や装備の組み合わせに工夫を凝らしたり、1つ1つ攻略していくにつれてその道中で手に入るアイテムで 無理だった箇所がどんどん出来るようになったりして攻略を進めてくのは楽しめる点でした。 そういうのが楽しいと感じる方にはおすすめです。 おわり。,True,False
Прошел еще данный шедевр на ps3 . Однозначно игра хороша можно даже сказать это `` Классика '' . Что можно сказать ? Темно ... Страшно ... Пули Здоровье . Что-то просмотришь уже можно сказать не живой . Вообщем скажу кратно . Игру стоит пройти . Не смотрите на графику . Игра хороша сюжетом скорее даже душой .,True,False
+,True,False
Very good made survival game,True,True
< 3,True,False
"Um dos melhores jogos FPS ja feitos , vale muito pena jogar",True,False
Far better Death Stranding . 111/112 would buy .,True,False
Very relaxing calming play . loved !,True,False
Counter Strike great first person game good graphics,True,False
このゲームは2人協力プレイ用です。 画面に表示されているものはお互いに違うので、ヒントになりそうなものを情報交換しながら謎解きしていきます。 オンラインでプレイするならVC環境がないと辛いです。（特殊な文字や記号、長文読み上げ、時間制限のあるパズル等） 英語OK！なフレンドとVCを使ってプレイしました。英語を助けてもらいつつクリアまで3時間ちょい。 全編英語でも謎解きだけなら平気かなと思いましたがかなり足を引っ張ってしまいました…。 パズルの難易度は高くはなくどちらかというとひらめきが大事。（正確な情報伝達も！） 2人でああだこうだと意見を出しながら悩むのはとても楽しかったです。 クリア後にプレイ中のスクリーンショットを見せ合い「だからこんなこと言ってたのか！」と反省会するのも面白いです。 エンディングまできっちりプレイすることをお勧めします、ハッとします。 もっとこういうゲームが増えて欲しい。,True,False
